376.5	0.032084
377.01	0.030978
377.51	0.032142
378.02	0.032036
378.52	0.031946
379.02	0.030755
379.53	0.031222
380.03	0.029927
380.54	0.029318
381.04	0.02878
381.54	0.028362
382.05	0.027158
382.55	0.027933
383.06	0.026907
383.56	0.026635
384.06	0.026297
384.57	0.026855
385.07	0.025266
385.58	0.025119
386.08	0.024593
386.58	0.023858
387.09	0.023469
387.59	0.022942
388.1	0.022464
388.6	0.0226
389.1	0.021143
389.61	0.021322
390.11	0.021656
390.62	0.020763
391.12	0.019749
391.62	0.020023
392.13	0.020212
392.63	0.020288
393.14	0.020018
393.64	0.018684
394.14	0.018664
394.65	0.018813
395.15	0.017723
395.66	0.018015
396.16	0.018024
396.66	0.017994
397.17	0.017349
397.67	0.017202
398.18	0.017265
398.68	0.016797
399.18	0.016717
399.69	0.016822
400.19	0.016132
400.7	0.016441
401.2	0.015928
401.7	0.016395
402.21	0.016206
402.71	0.016633
403.22	0.015978
403.72	0.016415
404.22	0.016285
404.73	0.016551
405.23	0.015978
405.74	0.01699
406.24	0.01624
406.74	0.016626
407.25	0.016417
407.75	0.016337
408.26	0.016596
408.76	0.016464
409.26	0.016392
409.77	0.016244
410.27	0.016679
410.78	0.0169
411.28	0.016683
411.78	0.016583
412.29	0.016917
412.79	0.016932
413.3	0.017004
413.8	0.017144
414.3	0.016984
414.81	0.017143
415.31	0.0173
415.82	0.017126
416.32	0.016815
416.82	0.017228
417.33	0.017024
417.83	0.017237
418.34	0.017176
418.84	0.016914
419.34	0.017223
419.85	0.017183
420.35	0.017083
420.86	0.017183
421.36	0.016838
421.86	0.016927
422.37	0.017091
422.87	0.017001
423.38	0.016896
423.88	0.017127
424.38	0.016991
424.89	0.016593
425.39	0.016605
425.9	0.016844
426.4	0.016737
426.9	0.016682
427.41	0.016533
427.91	0.0168
428.42	0.016534
428.92	0.016315
429.42	0.016171
429.93	0.016468
430.43	0.016397
430.94	0.016409
431.44	0.016466
431.94	0.016375
432.45	0.016454
432.95	0.016272
433.46	0.016408
433.96	0.016195
434.46	0.016172
434.97	0.016329
435.47	0.016549
435.98	0.016251
436.48	0.016384
436.98	0.016359
437.49	0.016177
437.99	0.016248
438.5	0.016163
439	0.016005
439.5	0.016166
440.01	0.01621
440.51	0.016395
441.02	0.01629
441.52	0.015988
442.02	0.016177
442.53	0.016162
443.03	0.015996
443.54	0.016025
444.04	0.016198
444.54	0.016106
445.05	0.016209
445.55	0.016212
446.06	0.016062
446.56	0.016173
447.06	0.016079
447.57	0.015982
448.07	0.016131
448.58	0.016021
449.08	0.015982
449.58	0.015838
450.09	0.016074
450.59	0.01608
451.1	0.015941
451.6	0.015931
452.1	0.015909
452.61	0.016056
453.11	0.015911
453.62	0.015779
454.12	0.015931
454.62	0.015827
455.13	0.015792
455.63	0.015842
456.14	0.015798
456.64	0.015778
457.14	0.015896
457.65	0.015802
458.15	0.015795
458.66	0.015741
459.16	0.015615
459.66	0.015592
460.17	0.015698
460.67	0.015572
461.18	0.015731
461.68	0.015643
462.18	0.015503
462.69	0.015613
463.19	0.015572
463.7	0.015539
464.2	0.015667
464.7	0.015512
465.21	0.015549
465.71	0.01559
466.22	0.015505
466.72	0.015524
467.22	0.015544
467.73	0.015395
468.23	0.015401
468.74	0.015434
469.24	0.015525
469.74	0.015366
470.25	0.015331
470.75	0.015388
471.26	0.015349
471.76	0.015305
472.26	0.015295
472.77	0.015178
473.27	0.015285
473.78	0.015207
474.28	0.015131
474.78	0.015244
475.29	0.015089
475.79	0.015134
476.3	0.015061
476.8	0.015031
477.3	0.015001
477.81	0.015066
478.31	0.015021
478.82	0.014965
479.32	0.014949
479.82	0.014878
480.33	0.014873
480.83	0.014814
481.34	0.014861
481.84	0.014781
482.34	0.014795
482.85	0.014788
483.35	0.014772
483.86	0.014707
484.36	0.01472
484.86	0.014717
485.37	0.014644
485.87	0.014595
486.38	0.014539
486.88	0.014583
487.38	0.014654
487.89	0.014461
488.39	0.014491
488.9	0.01452
489.4	0.014483
489.9	0.01439
490.41	0.014482
490.91	0.014477
491.42	0.014475
491.92	0.0144
492.42	0.014402
492.93	0.014365
493.43	0.014436
493.94	0.014351
494.44	0.014341
494.94	0.014384
495.45	0.014353
495.95	0.014246
496.46	0.01428
496.96	0.014333
497.46	0.014309
497.97	0.014299
498.47	0.014317
498.98	0.014212
499.48	0.014282
499.98	0.014223
500.49	0.014274
500.99	0.014209
501.5	0.01417
502	0.014122
502.5	0.014209
503.01	0.014175
503.51	0.014114
504.02	0.014114
504.52	0.014057
505.02	0.014091
505.53	0.014093
506.03	0.014068
506.54	0.014069
507.04	0.014013
507.54	0.014028
508.05	0.014027
508.55	0.013991
509.06	0.013989
509.56	0.013875
510.06	0.013906
510.57	0.013945
511.07	0.01389
511.58	0.013906
512.08	0.013846
512.58	0.013828
513.09	0.013856
513.59	0.013768
514.1	0.013742
514.6	0.013738
515.1	0.013714
515.61	0.013733
516.11	0.013726
516.62	0.013673
517.12	0.01366
517.62	0.013651
518.13	0.013623
518.63	0.013574
519.14	0.013596
519.64	0.013557
520.14	0.013611
520.65	0.013603
521.15	0.013604
521.66	0.013537
522.16	0.01351
522.66	0.013546
523.17	0.01355
523.67	0.013468
524.18	0.013455
524.68	0.013482
525.18	0.013403
525.69	0.013409
526.19	0.013331
526.7	0.013372
527.2	0.013352
527.7	0.013298
528.21	0.013367
528.71	0.013312
529.22	0.013325
529.72	0.013338
530.22	0.013321
530.73	0.013251
531.23	0.013246
531.74	0.013271
532.24	0.013282
532.74	0.01323
